index,Лемма,Часть речи,Частота (ipm)
6424,речной,a,14.2
6425,рожать,v,14.2
6426,тактический,a,14.2
6427,торг,s,14.2
6428,троллейбус,s,14.2
6429,фигурка,s,14.2
6430,четырнадцать,num,14.2
6431,взорваться,v,14.1
6432,влага,s,14.1
6433,густо,adv,14.1
6434,деление,s,14.1
6435,жечь,v,14.1
6436,житейский,a,14.1
6437,завтрашний,a,14.1
6438,закрыться,v,14.1
6439,закупка,s,14.1
6440,извиняться,v,14.1
6441,листва,s,14.1
6442,ложа,s,14.1
6443,массивный,a,14.1
6444,мусульманин,s,14.1
6445,низ,s,14.1
6446,новое,s,14.1
6447,ознакомиться,v,14.1
6448,оправдывать,v,14.1
6449,определенно,adv,14.1
6450,осуждать,v,14.1
6451,партизан,s,14.1
6452,повториться,v,14.1
6453,подписание,s,14.1
6454,проглотить,v,14.1
6455,проповедь,s,14.1
6456,публично,adv,14.1
6457,размахивать,v,14.1
6458,сеанс,s,14.1
6459,слияние,s,14.1
6460,слушаться,v,14.1
6461,совхоз,s,14.1
6462,сустав,s,14.1
6463,уборка,s,14.1
6464,удельный,a,14.1
6465,упоминание,s,14.1
6466,хмыкнуть,v,14.1
6467,шведский,a,14.1
6468,экзотический,a,14.1
6469,бессмертный,a,14.0
6470,бесчисленный,a,14.0
6471,болтаться,v,14.0
6472,бомж,s,14.0
6473,влиятельный,a,14.0
6474,выраженный,a,14.0
6475,динамический,a,14.0
6476,завязать,v,14.0
6477,законодатель,s,14.0
6478,качаться,v,14.0
6479,мистический,a,14.0
6480,мэрия,s,14.0
6481,неприятно,adv,14.0
6482,отрывок,s,14.0
6483,палач,s,14.0
6484,первенство,s,14.0
6485,побить,v,14.0
6486,показательный,a,14.0
6487,покров,s,14.0
6488,порвать,v,14.0
6489,предстать,v,14.0
6490,предшественник,s,14.0
6491,развить,v,14.0
6492,разгар,s,14.0
6493,смешанный,a,14.0
6494,угрюмый,a,14.0
6495,удалиться,v,14.0
6496,условно,adv,14.0
6497,функционировать,v,14.0
6498,шумно,adv,14.0
6499,шут,s,14.0
6500,водоем,s,13.9
6501,вспоминаться,v,13.9
6502,выигрывать,v,13.9
6503,география,s,13.9
6504,измена,s,13.9
6505,инструктор,s,13.9
6506,каталог,s,13.9
6507,клоун,s,13.9
6508,локомотив,s,13.9
6509,нахмуриться,v,13.9
6510,нахождение,s,13.9
6511,непривычный,a,13.9
6512,облигация,s,13.9
6513,отодвинуть,v,13.9
6514,отраслевой,a,13.9
6515,переезд,s,13.9
6516,подбор,s,13.9
6517,подразумевать,v,13.9
6518,покоситься,v,13.9
6519,пополам,adv,13.9
6520,превосходить,v,13.9
6521,приемный,a,13.9
6522,присниться,v,13.9
6523,провозгласить,v,13.9
6524,раковина,s,13.9
6525,расслабиться,v,13.9
6526,расстегнуть,v,13.9
6527,рассыпаться,v,13.9
6528,связываться,v,13.9
6529,скидка,s,13.9
6530,смириться,v,13.9
6531,такт,s,13.9
6532,темнеть,v,13.9
6533,треск,s,13.9
6534,уральский,a,13.9
6535,башка,s,13.8
6536,вспомниться,v,13.8
6537,выбежать,v,13.8
6538,глубинный,a,13.8
6539,замирать,v,13.8
6540,иллюстрация,s,13.8
6541,истерика,s,13.8
6542,лишенный,a,13.8
6543,намекать,v,13.8
6544,населенный,a,13.8
6545,нижегородский,a,13.8
6546,общность,s,13.8
6547,оптимизация,s,13.8
6548,отрываться,v,13.8
6549,отцовский,a,13.8
6550,очаровательный,a,13.8
6551,погубить,v,13.8
6552,преданный,a,13.8
6553,принудительный,a,13.8
6554,репрессия,s,13.8
6555,скрипеть,v,13.8
6556,сочетаться,v,13.8
6557,сплав,s,13.8
6558,ссора,s,13.8
6559,стирать,v,13.8
6560,струна,s,13.8
6561,тронуться,v,13.8
6562,укладываться,v,13.8
6563,утешать,v,13.8
6564,шепотом,adv,13.8
6565,артиллерия,s,13.7
6566,библия,s,13.7
6567,взорвать,v,13.7
6568,втроем,adv,13.7
6569,выглянуть,v,13.7
6570,голубь,s,13.7
6571,желательно,adv,13.7
6572,задолго,adv,13.7
6573,запуск,s,13.7
6574,медик,s,13.7
6575,наставник,s,13.7
6576,отбирать,v,13.7
6577,поискать,v,13.7
6578,полигон,s,13.7
6579,превысить,v,13.7
6580,предметный,a,13.7
6581,продавщица,s,13.7
6582,просидеть,v,13.7
6583,сливаться,v,13.7
6584,соратник,s,13.7
6585,спонсор,s,13.7
6586,трогательный,a,13.7
6587,унижение,s,13.7
6588,устареть,v,13.7
6589,банальный,a,13.6
6590,бухгалтерский,a,13.6
6591,вознаграждение,s,13.6
6592,вообразить,v,13.6
6593,враждебный,a,13.6
6594,вымыть,v,13.6
6595,вытаскивать,v,13.6
6596,гусь,s,13.6
6597,давность,s,13.6
6598,заветный,a,13.6
6599,заграничный,a,13.6
6600,насос,s,13.6
6601,обломок,s,13.6
6602,обучать,v,13.6
6603,перепись,s,13.6
6604,подавить,v,13.6
6605,потрясение,s,13.6
6606,проанализировать,v,13.6
6607,продумать,v,13.6
6608,проследить,v,13.6
6609,прошлогодний,a,13.6
6610,птичий,a,13.6
6611,раздумье,s,13.6
6612,рев,s,13.6
6613,розничный,a,13.6
6614,сияние,s,13.6
6615,склонить,v,13.6
6616,скука,s,13.6
6617,старина,s,13.6
6618,удаление,s,13.6
6619,удалить,v,13.6
6620,факс,s,13.6
6621,целоваться,v,13.6
6622,чепуха,s,13.6
6623,шкала,s,13.6
6624,адмирал,s,13.5
6625,арена,s,13.5
6626,беспомощный,a,13.5
6627,веранда,s,13.5
6628,вспыхивать,v,13.5
6629,выгодно,adv,13.5
6630,вырастить,v,13.5
6631,гадать,v,13.5
6632,господний,a,13.5
6633,дачный,a,13.5
6634,донестись,v,13.5
6635,дробный,a,13.5
6636,думский,a,13.5
6637,затянуть,v,13.5
6638,земляк,s,13.5
6639,издатель,s,13.5
6640,имидж,s,13.5
6641,комсомол,s,13.5
6642,конкурсный,a,13.5
6643,крошка,s,13.5
6644,ласка,s,13.5
6645,ленивый,a,13.5
6646,масштабный,a,13.5
6647,набраться,v,13.5
6648,нехорошо,adv,13.5
6649,обижать,v,13.5
6650,обозначение,s,13.5
6651,обретать,v,13.5
6652,погасить,v,13.5
6653,погулять,v,13.5
6654,податься,v,13.5
6655,подбежать,v,13.5
6656,подмигнуть,v,13.5
6657,подсказывать,v,13.5
6658,подсудимый,s,13.5
6659,пожаловаться,v,13.5
6660,поп,s,13.5
6661,приемлемый,a,13.5
6662,прорваться,v,13.5
6663,профилактика,s,13.5
6664,разбросать,v,13.5
6665,рассердиться,v,13.5
6666,сильнейший,a,13.5
6667,стонать,v,13.5
6668,судопроизводство,s,13.5
6669,титул,s,13.5
6670,угольный,a,13.5
6671,всадник,s,13.4
6672,выдаваться,v,13.4
6673,даром,adv,13.4
6674,затеять,v,13.4
6675,казарма,s,13.4
6676,киоск,s,13.4
6677,лирический,a,13.4
6678,любопытно,adv,13.4
6679,матрица,s,13.4
6680,оптический,a,13.4
6681,освещать,v,13.4
6682,памятный,a,13.4
6683,перекресток,s,13.4
6684,пересечь,v,13.4
6685,понемногу,adv,13.4
6686,посылка,s,13.4
6687,прах,s,13.4
6688,распоряжаться,v,13.4
6689,свалить,v,13.4
6690,складывать,v,13.4
6691,скульптор,s,13.4
6692,таз,s,13.4
6693,чердак,s,13.4
6694,эмигрант,s,13.4
6695,ярмарка,s,13.4
6696,араб,s,13.3
6697,армянский,a,13.3
6698,бедствие,s,13.3
6699,безнадежно,adv,13.3
6700,вложение,s,13.3
6701,влюбить,v,13.3
6702,впадать,v,13.3
6703,впереди,pr,13.3
6704,выяснять,v,13.3
6705,генштаб,s,13.3
6706,гонорар,s,13.3
6707,доводить,v,13.3
6708,драматург,s,13.3
6709,емкость,s,13.3
6710,живописный,a,13.3
6711,кое-где,advpro,13.3
6712,консультант,s,13.3
6713,круто,adv,13.3
6714,лениво,adv,13.3
6715,любезный,a,13.3
6716,око,s,13.3
6717,отказывать,v,13.3
6718,парадоксальный,a,13.3
6719,парта,s,13.3
6720,по-английски,adv,13.3
6721,повар,s,13.3
6722,розыск,s,13.3
6723,стаж,s,13.3
6724,стебель,s,13.3
6725,типовой,a,13.3
6726,фальшивый,a,13.3
6727,ходатайство,s,13.3
6728,алый,a,13.2
6729,амбиция,s,13.2
6730,дворник,s,13.2
6731,дорого,adv,13.2
6732,дошкольный,a,13.2
6733,затея,s,13.2
6734,калужский,a,13.2
6735,копать,v,13.2
6736,косметика,s,13.2
6737,кредитование,s,13.2
6738,массив,s,13.2
6739,менеджмент,s,13.2
6740,мраморный,a,13.2
6741,наизусть,adv,13.2
6742,налогоплательщик,s,13.2
6743,некрасивый,a,13.2
6744,оптимизм,s,13.2
6745,основываться,v,13.2
6746,парад,s,13.2
6747,патриот,s,13.2
6748,передвижение,s,13.2
6749,периодически,adv,13.2
6750,питать,v,13.2
6751,подсчет,s,13.2
6752,покачиваться,v,13.2
6753,поклон,s,13.2
6754,превосходство,s,13.2
6755,пресловутый,a,13.2
6756,проголосовать,v,13.2
6757,путешествовать,v,13.2
6758,пучок,s,13.2
6759,разбиться,v,13.2
6760,расширяться,v,13.2
6761,соблазн,s,13.2
6762,совать,v,13.2
6763,усмешка,s,13.2
6764,устранить,v,13.2
6765,шлем,s,13.2
6766,агрессия,s,13.1
6767,балл,s,13.1
6768,банкир,s,13.1
6769,барышня,s,13.1
6770,возвести,v,13.1
6771,вращаться,v,13.1
6772,газон,s,13.1
6773,групповой,a,13.1
6774,двусторонний,a,13.1
6775,дружный,a,13.1
6776,жюри,s,13.1
6777,мех,s,13.1
6778,миграция,s,13.1
6779,нелегко,adv,13.1
6780,нищета,s,13.1
6781,нора,s,13.1
6782,обосновать,v,13.1
6783,освобождать,v,13.1
6784,остынуть,v,13.1
6785,отпечаток,s,13.1
6786,повторный,a,13.1
6787,погибший,a,13.1
6788,посредник,s,13.1
6789,пристрастие,s,13.1
6790,проектный,a,13.1
6791,пятка,s,13.1
6792,разворачиваться,v,13.1
6793,сейф,s,13.1
6794,словесный,a,13.1
6795,сосредоточиться,v,13.1
6796,сшить,v,13.1
6797,утка,s,13.1
6798,утонуть,v,13.1
6799,шикарный,a,13.1
6800,буркнуть,v,13.0
6801,взволновать,v,13.0
6802,достоверность,s,13.0
6803,забегать,v,13.0
6804,заражение,s,13.0
6805,зрелый,a,13.0
6806,изложение,s,13.0
6807,имущественный,a,13.0
6808,крона,s,13.0
6809,лига,s,13.0
6810,математик,s,13.0
6811,механик,s,13.0
6812,накормить,v,13.0
6813,неопределенный,a,13.0
6814,норовить,v,13.0
6815,обвиняемый,s,13.0
6816,обитать,v,13.0
6817,ожить,v,13.0
6818,опаздывать,v,13.0
6819,отреагировать,v,13.0
6820,отступление,s,13.0
6821,первоначально,adv,13.0
6822,песчаный,a,13.0
6823,погрузиться,v,13.0
6824,помеха,s,13.0
6825,послушно,adv,13.0
6826,презентация,s,13.0
6827,прикосновение,s,13.0
6828,промежуток,s,13.0
6829,равно,adv,13.0
6830,растерянность,s,13.0
6831,синяк,s,13.0
6832,современность,s,13.0
6833,усадить,v,13.0
6834,цензура,s,13.0
6835,энциклопедия,s,13.0
6836,арка,s,12.9
6837,варенье,s,12.9
6838,вблизи,pr,12.9
6839,вправо,adv,12.9
6840,гимнастерка,s,12.9
6841,дергать,v,12.9
6842,дивный,a,12.9
6843,заинтересоваться,v,12.9
6844,зловещий,a,12.9
6845,идейный,a,12.9
6846,квалифицированный,a,12.9
6847,ловушка,s,12.9
6848,мамочка,s,12.9
6849,местечко,s,12.9
6850,наземный,a,12.9
6851,недовольно,adv,12.9
6852,огневой,a,12.9
6853,оперировать,v,12.9
6854,осознание,s,12.9
6855,ощущаться,v,12.9
6856,полость,s,12.9
6857,предоставляться,v,12.9
6858,предпринимательство,s,12.9
6859,престол,s,12.9
6860,примечание,s,12.9
6861,просмотр,s,12.9
6862,противно,adv,12.9
6863,различаться,v,12.9
6864,разрешаться,v,12.9
6865,рывок,s,12.9
6866,сериал,s,12.9
6867,таки,part,12.9
6868,умело,adv,12.9
6869,устало,adv,12.9
6870,устраиваться,v,12.9
6871,фиксировать,v,12.9
6872,чертов,a,12.9
6873,числиться,v,12.9
6874,благодать,s,12.8
6875,блин,s,12.8
6876,блокнот,s,12.8
6877,вдохновение,s,12.8
6878,вежливый,a,12.8
6879,вектор,s,12.8
6880,взлет,s,12.8
6881,влюбленный,a,12.8
6882,восстанавливать,v,12.8
6883,восторженный,a,12.8
6884,врезаться,v,12.8
6885,документальный,a,12.8
6886,закрываться,v,12.8
6887,змей,s,12.8
6888,зубной,a,12.8
6889,игровой,a,12.8
6890,исповедь,s,12.8
6891,кривая,s,12.8
6892,курорт,s,12.8
6893,лопатка,s,12.8
6894,мерцать,v,12.8
6895,надо,pr,12.8
6896,намереваться,v,12.8
6897,нарядный,a,12.8
6898,негодяй,s,12.8
6899,немолодой,a,12.8
6900,оптовый,a,12.8
6901,острота,s,12.8
6902,отравить,v,12.8
6903,пепел,s,12.8
6904,порок,s,12.8
6905,применительно,adv,12.8
6906,пробиться,v,12.8
6907,произвол,s,12.8
6908,птичка,s,12.8
6909,робко,adv,12.8
6910,седло,s,12.8
6911,убедительно,adv,12.8
